consec,tiempo,anio,timestre,periodo,clave,entidad,inpc_general,inpc_sub,inpc_ser,inpc_viv,inpc_edu,inpc_otros,itaee,itaee_des,itaee_log,itaeepc,itaeepc_des,itaee_logc,itaee_c,itaee_c1,itaee_c2,inpc_general_c1,desocup,desocup_des,salario,salario_log,uscpi,uscpi_log,usmexcpi,usmexcpi_log,usmextiponom,usmextiponom_0,indusmextipo,indusmextipo_0,mxfondeo,mxfondeo_0,usfondeo,usfondeo_0,tipcamnom,ied,ied_mxp,ied_mxp_log,usindpro,usindpro_log,mexindpro,mexindpro_log,mexindpro_e0,inpc12mes,inpc12mes_e0,inpcsub12mes,inpcsub12mes_e0,inpp_e,inpp_e0,inpp_pet,pib1mes_e,pibp12mes_e,pibp12mes_e0,incgb,incgb_0,poblacion,poblacion_0,m1,m1des,pea,pearel,peareal_log,fecanticon,fecanticon_0,tmortinf,tmortinf_0,tmortfet,tmortfet_0,rsid,rsid_0,noresid,noresid_0,carret_2c,carret_4c,carretera_0,isremp,isremp_0,gtosegpub,gtopgj,gtopgj_pc
251,43,2011,3,2011Q3,7,Chiapas,101.65128,102.18893,100.57488,100.54553,103.62806,99.35445,120.7058070865,119.5874092981,2.0817281643,4.28158E-05,0.00004,0.6528730077,1.5146519793,0.39704789,6.1249848369,4.6429594242,2.6106178897,6.2918938718,232.1938460053,2.3658507051,226.452,2.3549761607,2787.5986144,3.44523024,12.3163333333,1.0904814343,86.025,1.9346246813,4.4430769231,0.6476838323,0.0833333333,-1.079181246,12.3163333333,0.00892477,0.1099204422,-0.958921533,93.9838666667,1.9730533087,117.9813495643,2.0718133597,3.0770588235,3.9142857143,3.9142857143,3.5125,3.5125,95.7806225057,2.5626370821,95.6851655172,3.773,3.504,3.504,7.6,0.8808135923,2819188.30463149,6.4501240851,1808984386.87,1846321323.42787,1897262,67.2981651095,1.8280032233,2.6,0.414973348,328,2.5158738437,0,0,192683,5.2848433995,62495,4.7958452724,11156,568,4.0690758098,30,1.4771212547,686703517,479980485,7.2310994952
252,44,2011,4,2011Q4,7,Chiapas,103.19263,103.20556,101.35274,100.64331,105.84851,100.26544,122.9206470493,120.8832783367,2.0896248377,4.33802E-05,0.00004,0,0,1.6319069495,0.39704789,4.0936647622,2.3120815664,6.0690544414,235.5734426347,2.3721263287,226.1076666667,2.3543152883,3094.9811013333,3.4906580015,13.6344,1.134636031,93.6730666667,1.9716147384,4.4232258065,0.6457391107,0.0733333333,-1.1346985739,13.6344,-0.3308217806,-4.5105564853,-0.6542301258,95.0770333333,1.9780756221,119.6225905173,2.0778132032,3.1180952381,3.6923076923,3.6923076923,3.396,3.396,98.116954732,3.2245610154,97.652774401,3.8973076923,3.594137931,3.594137931,7.6,0.8808135923,2833565.12421687,6.4523331985,1947630152.25333,1911018541.75216,1905115,67.2338526374,1.8275879979,2.6,0.414973348,326,2.5132176001,0,0,184214,5.2653226329,63200,4.8007170783,11156,568,4.0690758098,30,1.4771212547,686703517,479980485,7.2288903817
253,45,2012,1,2012Q1,7,Chiapas,104.46873,104.72103,101.98425,101.25041,105.84851,101.18184,122.0535791282,124.601671762,2.0865505193,4.28557E-05,0.00004,0,0,6.5000015933,1.6319069495,4.6634353889,2.1412611534,6.3114242853,238.8365075388,2.3781007119,227.9066666667,2.3577570292,2961.3000164444,3.471482409,12.9858666667,1.1134709394,88.6636333333,1.9477455242,4.4871428571,0.6519698964,0.1033333333,-0.9857595609,12.9858666667,9.778042949,126.9763619969,2.1037228799,96.3341333333,1.9837801946,120.4963085103,2.0809737422,4.1768181818,3.8222222222,3.8222222222,3.4916666667,3.4916666667,99.3286497866,2.8148117961,98.8630692651,3.4342857143,3.5035714286,3.5035714286,7.6,0.8808135923,2848015.26027461,6.454542312,1981670537.31667,1957052142.43562,1925295,67.6012880568,1.829954971,2.6,0.414973348,0,0,0,0,185878,5.2692279909,59988,4.7780643828,0,0,0,30,1.4771212547,0,0,0
254,46,2012,2,2012Q2,7,Chiapas,104.86764,105.31923,102.06241,101.70121,105.84851,100.89505,123.1472040084,123.8860222741,2.0904245559,4.30203E-05,0.00004,0,0,3.9212988937,6.5000015933,4.6378865924,5.8802106841,5.8929207553,242.3845570851,2.3845049464,229.7926666667,2.361336165,3096.6077597,3.4908861977,13.5507666667,1.1319638671,93.1418666667,1.9691449374,4.4890322581,0.6521527262,0.1533333333,-0.814363423,13.5507666667,0.0207376711,0.2810113424,-0.5512761503,97.0312,1.9869114024,122.0109256834,2.0863987221,3.802,3.95,3.95,3.4791666667,3.4791666667,99.8041197632,2.367303206,99.5312373372,3.7219230769,3.4188461538,3.4188461538,7.6,0.8808135923,2862539.08669165,6.4567514255,2041933880.91,2066031191.46736,1985640,69.3663890646,1.8411490875,2.6,0.414973348,0,0,0,0,186740,5.2712373545,60638,4.7827448687,0,0,0,30,1.4771212547,0,0,0
255,47,2012,3,2012Q3,7,Chiapas,106.78608,106.08519,102.44037,101.73408,108.02737,100.90236,122.5340799827,121.2211541336,2.0882568943,4.25889E-05,0.00004,0,0,1.5146519793,3.9212988937,5.0513874493,5.4618134665,5.3255256228,245.6199296389,2.3902636026,230.2966666667,2.362287652,3026.1629474889,3.4808923094,13.1633333333,1.119365879,89.9697,1.9540962723,4.4830769231,0.6515761908,0.1433333333,-0.8436527991,13.1633333333,0.00296461,0.0390241492,-1.4086665564,97.099,1.9872147572,122.0605247292,2.0865752326,4.1426315789,3.8375,3.8375,3.5517241379,3.5517241379,100.2095775729,1.9631576074,99.9078595202,3.8458064516,3.5270967742,3.5270967742,7.6,0.8808135923,2877136.9792616,6.458960539,2063921620.23,2105253914.54772,1913715,66.5145599182,1.822916722,2.6,0.414973348,0,0,0,0,187987,5.2741278172,59747,4.7763161035,0,0,0,30,1.4771212547,0,0,0
256,48,2012,4,2012Q4,7,Chiapas,107.89193,106.37373,102.24964,101.889,109.6079,99.6172,0,0,0,0,0,0,0,0,1.5146519793,4.5539104876,5.5268374746,5.444303722,248.7197761636,2.3957103182,230.3796666667,2.3624441456,2993.2331894,3.4761405521,12.9453666667,1.112114356,87.0965,1.9400007031,4.5038709677,0.6535859398,0.16,-0.7958800173,12.9453666667,0.0013707915,0.0177453983,-1.7509142476,97.7009666667,1.9898988607,119.6407042915,2.0778789609,3.1746666667,3.6909090909,3.6909090909,3.4523809524,3.4523809524,100.2251704399,0.9232742979,100.2652541139,3.8709090909,3.45,3.45,7.6,0.8808135923,2891809.31569451,6.4611696524,2156542785.46667,2117548618.58108,1892337,65.4378208732,1.8158288286,2.6,0.414973348,0,0,0,0,175606,5.2445393505,59293,4.7730034245,0,0,0,30,1.4771212547,0,0,0
257,49,2013,1,2013Q1,7,Chiapas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.6985333333,1.9943106991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2906556.47562661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,50,2013,2,2013Q2,7,Chiapas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2921378.8406301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,51,2013,3,2013Q3,7,Chiapas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2936276.79422309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,52,2013,4,2013Q4,7,Chiapas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2951250.72187948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,1,2001,1,2001Q1,8,Chihuahua,67.45966,69.90073,69.69485,74.14662,52.72329,71.08811,0,0,0,0,0,0,0,0,0,0,0,0,115.977303394,2.0643730067,175.7,2.2447717615,1704.9752466667,3.2317180782,9.6939,0.9864985353,82.1097,1.9143944654,17.2779032258,1.2374910372,5.5933333333,0.7476707018,9.6939,116.32426041,1127.6357479885,3.0521688353,90.8678,1.9584100135,99.658668322,1.9985150797,-0.1428,7.08776,7.08776,0,0,0,0,0,3.28,4.1642857143,4.1642857143,5.5,0.7403626895,547153.746546525,5.7381093773,517443571.333333,510335341.604976,1217963,222.5997734069,2.3475247179,2.4,0.3802112417,38,1.5797835966,9.4659508336,0,325117,5.5120396789,104238,5.01802607,8920,1596,4.0218505774,35,1.5440680444,138256419,349015035,7.8047347587
262,2,2001,2,2001Q2,8,Chihuahua,68.34946,71.24035,71.09088,75.80336,52.75338,72.60996,0,0,0,0,0,0,0,0,0,0,0,0,119.2031218374,2.0762876294,177.5333333333,2.2492799074,1627.4538311111,3.211508677,9.1835666667,0.963011383,77.7933,1.8909421947,13.21,1.1209028176,4.3266666667,0.6361534377,9.1835666667,170.476961,1565.5865364742,3.1946770779,89.6315666667,1.9524609875,99.6335794404,1.9984057331,-2.5118181818,6.835,6.835,0,0,0,0,0,2.065,4.2516666667,4.2516666667,5.5,0.7403626895,548291.321451374,5.7390113718,519529535,524928822.215617,1201598,219.1532043256,2.340747825,2.4,0.3802112417,37,1.5682017241,7.5791350869,0,332890,5.5223007492,107095,5.0297691952,8920,1596,4.0218505774,35,1.5440680444,138256419,349015035,7.8038327643
263,3,2001,3,2001Q3,8,Chihuahua,68.94403,72.17955,72.44088,77.35244,56.13957,73.37774,0,0,0,0,0,0,0,0,0,0,0,0,118.5665698872,2.073962256,177.7666666667,2.249850329,1641.7287144444,3.2153013942,9.2371333333,0.9655372125,77.5718,1.8897038691,9.314,0.9691362336,3.4966666667,0.5436542335,9.2371333333,180.700145,1669.1513327177,3.2224957135,88.3735666667,1.946322383,100.0533309828,2.0002315518,-4.4884,5.7196296296,5.7196296296,0,0,0,0,0,0.2122260185,4.562962963,4.562962963,5.5,0.7403626895,549431.261462325,5.7399133662,553893965.666667,568278401.742695,1213384,220.8436405258,2.3440848977,2.4,0.3802112417,28,1.4471580313,13.9717756091,0,343499,5.5359254771,109986,5.0413374078,8920,1596,4.0218505774,35,1.5440680444,138256419,349015035,7.8029307698
264,4,2001,4,2001Q4,8,Chihuahua,70.09139,73.14218,73.96134,78.69494,61.82066,74.13216,0,0,0,0,0,0,0,0,0,0,0,0,124.0367832795,2.0935504949,177.2666666667,2.2486270783,1640.18875,3.2148938288,9.2415666667,0.9657456008,76.4004333333,1.8830958218,7.9580952381,0.9008091322,2.1333333333,0.3290587193,9.2415666667,226.490498,2093.1270366335,3.3207955875,87.3656666667,1.9413407953,99.6145096678,1.9983226016,-3.0605,4.9204545455,4.9204545455,0,0,0,0,0,-0.2603728213,4.6146428571,4.6146428571,5.5,0.7403626895,550573.571496615,5.7408153607,622911175.333333,609575172.612646,1207823,219.3754045834,2.3411879348,2.4,0.3802112417,29,1.4623979979,13.5027799841,0,353933,5.5489210573,117037,5.068323181,8920,1596,4.0218505774,35,1.5440680444,138256419,349015035,7.8020287754
265,5,2002,1,2002Q1,8,Chihuahua,71.12244,74.27503,75.48459,80.6156,62.0637,75.6609,0,0,0,0,0,0,0,0,0,5.429585622,0,0,127.5740948564,2.1057624957,177.9,2.2501759481,1622.3416577778,3.21014232,9.1107,0.9595517463,74.6084,1.8727877265,7.6210169492,0.8820129275,1.7333333333,0.2388820889,9.1107,146.344749,1333.3031047143,3.1249288904,87.9532333333,1.9442518096,98.5571456145,1.9936881171,-3,4.4411071429,4.4411071429,0,0,0,0,0,1.5681176292,4.68,4.68,5.5,0.7403626895,551718.256481706,5.7417173551,634818137.333333,626431545.427904,1200556,217.6030946766,2.3376650675,2.4,0.3802112417,20,1.3010299957,5.7127312296,0.756843792,360652,5.5570883449,118834,5.0749407159,8946,1596,4.0229230119,35,1.5440680444,138256419,183183692,7.5211694527
266,6,2002,2,2002Q2,8,Chihuahua,71.57213,74.89254,76.26879,82.3471,62.18522,75.88831,0,0,0,0,0,0,0,0,0,4.7149897015,0,0,129.8145168301,2.1133232612,179.8333333333,2.2548701943,1701.4576622222,3.2308211469,9.4824333333,0.9769197981,77.2923,1.8881362309,6.57265625,0.8177409193,1.75,0.2430380487,9.4824333333,189.934632,1801.0424856312,3.2555239577,89.3405666667,1.9510487028,99.3248500435,1.997057918,1.6265217391,4.1455,4.1455,0,0,0,0,0,1.5996939156,4.4566666667,4.4566666667,5.5,0.7403626895,552865.321355304,5.7426193495,639033758,645495263.78048,1222706,221.1580203661,2.3447026938,2.4,0.3802112417,25,1.3979400087,5.2410178608,0.7194156397,371511,5.5699716772,120012,5.0792246733,8946,1596,4.0229230119,35,1.5440680444,138256419,183183692,7.5202674583
267,7,2002,3,2002Q3,8,Chihuahua,72.12535,75.40486,77.17244,83.61771,64.21479,76.23012,0,0,0,0,0,0,0,0,0,4.6143516705,0,0,131.6978336384,2.1195786311,180.6,2.256717746,1785.6223966667,3.2517896246,9.8972666667,0.9955152718,80.2836333333,1.9046270188,6.8509230769,0.8357490912,1.74,0.2405492483,9.8972666667,147.808289,1462.8980517767,3.1652140615,89.8702,1.9536157082,99.4576937522,1.9976383845,2.1026315789,4.0492068966,4.0492068966,0,0,0,0,0,1.5829632662,2.8531034483,2.8531034483,5.5,0.7403626895,554014.771065381,5.743521344,650919067.666667,667355429.41801,1213586,219.0530042487,2.3405492138,2.4,0.3802112417,42,1.6232492904,1.8105009053,0.2577987463,381254,5.5812144089,121588,5.0848907148,8946,1596,4.0229230119,35,1.5440680444,138256419,183183692,7.5193654638
268,8,2002,4,2002Q4,8,Chihuahua,72.95479,75.94916,77.98574,84.32863,66.663,76.69705,0,0,0,0,0,0,0,0,0,4.0852378587,0,0,135.9515000628,2.1333840039,181.1666666667,2.2580782937,1846.1212,3.2662602096,10.1724666667,1.0074262754,81.4561333333,1.9109237906,7.53,0.8767949762,1.4433333333,0.1593666416,10.1724666667,100.48608765,1022.1913770834,3.009532213,89.8363333333,1.9534520179,99.4998873803,1.9978225892,1.6776,4.2075,4.2075,0,0,0,0,0,1.1419366875,1.4190482125,1.4190482125,5.5,0.7403626895,555166.610570196,5.7444233384,699523157.333333,684882796.468669,1235494,222.5447237778,2.3474173022,2.4,0.3802112417,31,1.4913616938,8.5910652921,0.9340470197,390250,5.5913429117,122743,5.0889967338,8946,1596,4.0229230119,35,1.5440680444,138256419,183183692,7.5184634694
269,9,2003,1,2003Q1,8,Chihuahua,73.88352,76.3521,78.56273,84.75012,66.97762,77.44216,95.0397100519,99.9354973216,1.9779051027,0.0001708361,0.0001764012,2.6784274383,6.3614561351,0,0,3.8821502749,0,0,138.7077494099,2.1421007252,183,2.2624510897,1984.7791366667,3.2977121861,10.8233,1.0343596964,86.3369666667,1.9361967862,8.8075409836,0.9448546727,1.25,0.096910013,10.8233,93.58255,1012.872013415,3.0055545713,90.5189333333,1.9567394276,100.7079990645,2.0030639672,3.3568,4.2709310345,4.2709310345,0,0,0,0,0,2.5413333333,3.9967857143,3.9967857143,5.7,0.7558748557,556320.844838318,5.7453253329,714088203.333333,705405013.275604,1219245,219.1621995315,2.3407656504,2.4,0.3802112417,34,1.531478917,6.6952002446,0.8257635707,398738,5.6006876262,124865,5.0964407215,8882,1596,4.0202783941,34,1.531478917,138256419,165759411,7.474152862
270,10,2003,2,2003Q2,8,Chihuahua,74.17031,77.0926,79.35882,85.6426,67.04615,78.35912,96.7470199128,97.5693558968,1.9856375964,0.0001735443,0.0001711801,4.0020035217,9.6528780911,0,0,3.6301560398,0,0,141.7438742095,2.1515042989,183.6666666667,2.2640303441,1912.69884,3.2816465945,10.4492,1.0190830417,83.4035666667,1.9211846232,6.0111290323,0.7789560504,1.2466666667,0.0957503475,10.4492,172.033714,1797.6146843288,3.2546966071,89.7641666667,1.9531030034,99.8422664408,1.999314431,0.2070833333,4.3070322581,4.3070322581,0,0,0,0,0,2.1563870968,4.0033333333,4.0033333333,5.7,0.7558748557,557477.478848643,5.7462273273,714356163.82,720949256.717921,1215566,218.0475527927,2.3385512168,2.4,0.3802112417,29,1.4623979979,7.9889042996,0.9024872187,410209,5.6130051846,127063,5.104019105,8882,1596,4.0202783941,34,1.531478917,138256419,165759411,7.4732508676
271,11,2003,3,2003Q3,8,Chihuahua,74.98674,77.67858,80.34535,86.32897,68.68173,79.378,100.0847580647,99.1428821772,2.0003679437,0.000179159,0.0001772719,2.7149369892,6.4509079208,0,0,3.9672459128,0,0,143.7783797852,2.1576935853,184.5666666667,2.2661532688,1977.3712444444,3.2960882142,10.7194,1.0301704771,85.3201666667,1.9310516951,4.3535384615,0.6388423856,1.0166666667,0.0071785846,10.7194,211.719412,2269.5050649928,3.3559311563,90.1924333333,1.9551701041,98.6416568516,1.9940603584,-0.0288,4.00846875,4.00846875,0,0,0,0,0,1.6022067581,3.8366666667,3.8366666667,5.7,0.7558748557,558636.517590423,5.7471293218,722286788.723333,739653953.962688,1203465,215.4289886366,2.3333041426,2.4,0.3802112417,38,1.5797835966,18.6691245572,1.2711239533,424737,5.6281200952,128194,5.1078676989,8882,1596,4.0202783941,34,1.531478917,138256419,165759411,7.4723488731
272,12,2003,4,2003Q4,8,Chihuahua,75.92261,78.16485,80.98016,87.07972,70.56693,79.62079,108.1285119706,103.1852338815,2.0339402264,0.0001931563,0.0001849049,-0.4656028338,-1.0663637402,0,0,4.0680262393,0,0,144.7249293061,2.1605433461,184.6,2.2662316967,2072.2899666667,3.3164505243,11.1894666667,1.0488093869,87.8160666667,1.9435739809,5.4036507937,0.7326872753,0.9966666667,-0.0014500664,11.1894666667,629.6368368,7045.300397479,3.8478995153,90.9197666667,1.9586583125,101.4634522189,2.0063096348,0.7038461538,3.86,3.86,0,0,62.782127184,0,63.9803452379,1.1637587878,3.1560714286,3.1560714286,5.7,0.7558748557,559797.966063278,5.7480313162,785057916.716667,769336478.121565,1194281,213.3414325169,2.3290752069,2.4,0.3802112417,24,1.3802112417,15.6012583731,1.1931596293,436375,5.6398598618,129212,5.1113028487,8882,1596,4.0202783941,34,1.531478917,138256419,165759411,7.4714468787
273,13,2004,1,2004Q1,8,Chihuahua,76.90037,78.79952,81.79968,88.07152,70.89626,80.45147,101.0856195177,106.2605100692,2.0046893771,0.0001802005,0.000186897,-0.5754357521,-1.3162504363,6.3614561351,0,4.083251583,0,0,145.6257646706,2.1632382188,186.2666666667,2.2701351427,2051.90768,3.312157817,10.9795666667,1.0405852,85.5594666667,1.9322680687,5.743968254,0.759212031,1.0033333333,0.0014452409,10.9795666667,119.49461932,1311.9991391319,3.1179335501,91.544,1.9616298849,104.3735571412,2.0185904849,3.1196,3.8196969697,3.8196969697,3.4960869565,3.4960869565,63.939201788,0,65.1505457523,3.2309090909,4.0037931034,4.0037931034,5.7,0.7558748557,560961.829277226,5.7489333106,804690079.016667,795718188.366411,1210610,215.8096927129,2.3340709464,2.4,0.3802112417,33,1.5185139399,8.2716586852,0.9175926058,451177,5.6543469522,131571,5.1191601755,9372,1764,4.0467292223,33,1.5185139399,39980289,166722954,7.4730620859
274,14,2004,2,2004Q2,8,Chihuahua,77.69226,79.64295,82.42051,89.05139,71.17002,80.92506,106.0858918018,106.9158898596,2.0256576316,0.0001887219,0.0001907361,0.4957857472,1.1481298633,9.6528780911,6.3614561351,4.7484633676,0,0,147.5254818843,2.1688670419,188.9333333333,2.2763085869,2144.0086333333,3.3312265298,11.3923,1.056611413,89.5173,1.9519069746,6.2492063492,0.7958248653,1.01,0.0043213738,11.3923,244.260861,2782.6930067703,3.4444652966,91.9611,1.9636041575,102.922125344,2.0125087458,3.4786956522,4.015625,4.015625,3.5173913043,3.5173913043,65.749001241,0,66.8933703566,3.9332258065,3.711,3.711,5.7,0.7558748557,562128.112252701,5.7498353051,822281714.77,829465525.651973,1241223,220.8078501938,2.3440145094,2.4,0.3802112417,32,1.5051499783,14.5470957886,1.1627762986,465910,5.668302032,133959,5.1269718969,9372,1764,4.0467292223,33,1.5185139399,39980289,166722954,7.4721600914
275,15,2004,3,2004Q3,8,Chihuahua,78.29057,80.32038,82.98568,89.38192,73.12388,81.29271,106.5411336503,105.3993788629,2.0275173136,0.0001891385,0.0001876446,1.9084292284,4.4923008811,6.4509079208,9.6528780911,4.4058856272,0,0,149.39696287,2.1743417687,189.6,2.277838333,2168.2546455556,3.3361102856,11.4480666667,1.0587321498,89.5135333333,1.9518887002,6.9607692308,0.8426572359,1.4333333333,0.1563472009,11.4480666667,197.817374,2264.6264853769,3.3549965822,92.536,1.9663107226,104.2730928058,2.0181722552,4.4626923077,4.04375,4.04375,3.57875,3.57875,66.9004254535,0,67.9872209924,4.0193055359,3.3915151515,3.3915151515,5.7,0.7558748557,563296.820020573,5.7507372995,829480387.406667,848134772.630804,1280518,227.3256220323,2.3566483881,2.4,0.3802112417,45,1.6532125138,2.5454679603,0.405767635,482290,5.6833082572,135849,5.1330564459,9372,1764,4.0467292223,33,1.5185139399,39980289,166722954,7.471258097
276,16,2004,4,2004Q4,8,Chihuahua,79.65784,81.09246,84.02711,89.39459,76.21832,82.48838,106.9754687261,101.7904323408,2.0292841981,0.0001895156,0.0001843434,3.9489565652,9.5190242038,-1.0663637402,6.4509079208,4.9197860822,0,0,152.5776003995,2.1834907804,190.7333333333,2.2804265987,2167.66242,3.3359916485,11.3235,1.0539806844,87.2733,1.9408813979,8.0893939394,0.9079159853,1.95,0.2900346114,11.3235,115.815114,1311.432443379,3.1177459234,93.8353666667,1.9723665554,104.9995634524,2.0211874934,4.4165517241,4.3171240835,4.3171240835,3.7630269231,3.7630269231,67.7812586979,3.3273603046,68.910670642,4.0799718338,3.2206451613,3.2206451613,5.7,0.7558748557,564467.957622173,5.751639294,885980971.51,868862135.137101,1262026,223.5779698313,2.3494290083,2.4,0.3802112417,23,1.361727836,8.6506244289,0.9370474573,498410,5.6975867473,139931,5.1459139378,9372,1764,4.0467292223,33,1.5185139399,39980289,166722954,7.4703561026
277,17,2005,1,2005Q1,8,Chihuahua,79.92043,81.78226,84.91017,89.70641,76.50442,83.89626,99.7550796098,105.5004064921,1.9989350196,0.0001763574,0.0001875837,3.031842741,7.2305237933,-1.3162504363,-1.0663637402,3.9272372812,0,0,156.1429166661,2.1935222875,191.9333333333,2.2831504058,2151.6339911111,3.3327683966,11.1800333333,1.0484430984,85.9477666667,1.9342345961,9.0395081967,0.9561448029,2.47,0.3926969533,11.1800333333,236.52486953,2644.3559255077,3.42231991,95.0837666667,1.9781063776,105.0543786291,2.0214141584,0.8588461538,4.2459540058,4.2459540058,3.7337391304,3.7337391304,68.5153910385,3.0020930451,69.6415394524,3.8832258065,3.7029032258,3.7029032258,7.4,0.8692317197,565641.530109313,5.7525412884,901083632.11,891980048.628647,1259830,222.7258666379,2.3477706575,2.4,0.3802112417,35,1.5440680444,8.3173806852,0.9199865795,513761,5.7107611335,140957,5.149086648,9220,1750,4.0402066276,30,1.4771212547,214223938,187289460,7.5199720491
278,18,2005,2,2005Q2,8,Chihuahua,80.54308,82.48291,85.57692,90.3585,76.85585,84.65233,107.3038956064,108.1303285106,2.0306154891,0.0001893094,0.0001902748,2.4382004248,5.7747491972,1.1481298633,-1.3162504363,3.6693745297,2.352088777,3.0938592538,159.0792284263,2.2016134759,194.5,2.2889196057,2124.4071333333,3.327237751,10.9708,1.0402382978,85.0989666667,1.9299242866,9.6752307692,0.9856613324,2.9433333333,0.4688394489,10.9708,-26.56608802,-291.4512384498,-2.4645659051,95.5753333333,1.9803458214,105.7389947332,2.0242351772,2.9395238095,4.2745454545,4.2745454545,3.5203846154,3.5203846154,69.0860805746,2.1501394706,70.0650893379,3.5688827543,3.8180645161,3.8180645161,7.4,0.8692317197,566817.542544309,5.7534432828,904567451.25,912183867.112582,1306682,230.5295623235,2.3627266257,2.4,0.3802112417,39,1.591064607,10.6983025713,1.0293148765,524897,5.7200740906,143384,5.1565006918,9220,1750,4.0402066276,30,1.4771212547,214223938,187289460,7.5190700546
