consec,tiempo,anio,timestre,periodo,clave,entidad,inpc_general,inpc_sub,inpc_ser,inpc_viv,inpc_edu,inpc_otros,itaee,itaee_des,itaee_log,itaeepc,itaeepc_des,itaee_logc,itaee_c,itaee_c1,itaee_c2,inpc_general_c1,desocup,desocup_des,salario,salario_log,uscpi,uscpi_log,usmexcpi,usmexcpi_log,usmextiponom,usmextiponom_0,indusmextipo,indusmextipo_0,mxfondeo,mxfondeo_0,usfondeo,usfondeo_0,tipcamnom,ied,ied_mxp,ied_mxp_log,usindpro,usindpro_log,mexindpro,mexindpro_log,mexindpro_e0,inpc12mes,inpc12mes_e0,inpcsub12mes,inpcsub12mes_e0,inpp_e,inpp_e0,inpp_pet,pib1mes_e,pibp12mes_e,pibp12mes_e0,incgb,incgb_0,poblacion,poblacion_0,m1,m1des,pea,pearel,peareal_log,fecanticon,fecanticon_0,tmortinf,tmortinf_0,tmortfet,tmortfet_0,rsid,rsid_0,noresid,noresid_0,carret_2c,carret_4c,carretera_0,isremp,isremp_0,gtosegpub,gtopgj,gtopgj_pc
737,9,2003,1,2003Q1,15,Mexico,72.17841,75.13138,76.2598,79.68793,68.60104,75.69415,96.586316309,99.0055707886,1.9849156029,2.01746E-05,0.00002,1.3876186681,3.2467017051,0,0,5.1696433333,0,0,170.9877224631,2.2329649276,183,2.2624510897,1984.7791366667,3.2977121861,10.8233,1.0343596964,86.3369666667,1.9361967862,8.8075409836,0.9448546727,1.25,0.096910013,10.8233,112.259962,1215.0232467146,3.0845845873,90.5189333333,1.9567394276,100.7079990645,2.0030639672,3.3568,4.2709310345,4.2709310345,0,0,0,0,0,2.5413333333,3.9967857143,3.9967857143,12.7,1.103803721,4787529.07392251,6.6801114244,714088203.333333,705405013.275604,5382269,112.4226906384,2.0508539752,2.4,0.3802112417,1341,3.1274287779,5.7726999399,0.7613789838,1688621,6.2275321859,313634,5.496423137,10779,1592,4.0924048069,34,1.531478917,0,475435400,6.9969800909
738,10,2003,2,2003Q2,15,Mexico,72.39397,75.55639,77.07646,80.9505,68.82205,76.31723,101.2923150288,100.25417656,2.005576497,2.11111E-05,0.00002,1.125099736,2.6244865702,0,0,3.784165432,0,0,173.6146286132,2.2395863156,183.6666666667,2.2640303441,1912.69884,3.2816465945,10.4492,1.0190830417,83.4035666667,1.9211846232,6.0111290323,0.7789560504,1.2466666667,0.0957503475,10.4492,605.316441,6325.0725552972,3.8010655117,89.7641666667,1.9531030034,99.8422664408,1.999314431,0.2070833333,4.3070322581,4.3070322581,0,0,0,0,0,2.1563870968,4.0033333333,4.0033333333,12.7,1.103803721,4798052.65932517,6.6810650101,714356163.82,720949256.717921,5306128,110.5891989261,2.0437127122,2.4,0.3802112417,1064,3.026941628,8.3970610286,0.9241273096,1733418,6.238903302,314989,5.4982953877,10779,1592,4.0924048069,34,1.531478917,0,475435400,6.9960265052
739,11,2003,3,2003Q3,15,Mexico,73.01333,76.2751,77.98381,81.30605,70.93078,77.32502,100.3654172512,100.4850293979,2.0015840944,2.08721E-05,0.00002,1.7161817811,4.0307711528,0,0,3.5494673282,0,0,176.8977013208,2.2477221896,184.5666666667,2.2661532688,1977.3712444444,3.2960882142,10.7194,1.0301704771,85.3201666667,1.9310516951,4.3535384615,0.6388423856,1.0166666667,0.0071785846,10.7194,-219.920987,-2357.4210280478,-3.3724371531,90.1924333333,1.9551701041,98.6416568516,1.9940603584,-0.0288,4.00846875,4.00846875,0,0,0,0,0,1.6022067581,3.8366666667,3.8366666667,12.7,1.103803721,4808599.37687973,6.6820185958,722286788.723333,739653953.962688,5592422,116.3004351514,2.0655813397,2.4,0.3802112417,1127,3.051923916,15.7325637995,1.1967995016,1783533,6.2512811493,318615,5.503266218,10779,1592,4.0924048069,34,1.531478917,0,475435400,6.9950729195
740,12,2003,4,2003Q4,15,Mexico,73.9512,77.16661,78.8917,81.94861,72.67099,78.20491,101.755951411,100.249326667,2.0075598193,2.11148E-05,0.00002,2.6533232023,6.2999920452,0,0,3.2728802276,0,0,178.72988563,2.2521971775,184.6,2.2662316967,2072.2899666667,3.3164505243,11.1894666667,1.0488093869,87.8160666667,1.9435739809,5.4036507937,0.7326872753,0.9966666667,-0.0014500664,11.1894666667,220.7542597913,2470.1224314592,3.3927184796,90.9197666667,1.9586583125,101.4634522189,2.0063096348,0.7038461538,3.86,3.86,0,0,62.782127184,0,63.9803452379,1.1637587878,3.1560714286,3.1560714286,12.7,1.103803721,4819169.27743353,6.6829721815,785057916.716667,769336478.121565,5599368,116.1894857319,2.0651668295,2.4,0.3802112417,1417,3.1513698502,1.9155492629,0.2822933254,1833421,6.2632622015,331019,5.5198529224,10779,1592,4.0924048069,34,1.531478917,0,475435400,6.9941193338
741,13,2004,1,2004Q1,15,Mexico,74.99179,77.84797,79.53613,83.3122,73.06077,78.32554,99.7221858875,102.1527390717,1.9987917896,2.06474E-05,0.00002,1.9869509193,4.6813968591,3.2467017051,0,3.8978137645,0,0,181.4722074665,2.2588101221,186.2666666667,2.2701351427,2051.90768,3.312157817,10.9795666667,1.0405852,85.5594666667,1.9322680687,5.743968254,0.759212031,1.0033333333,0.0014452409,10.9795666667,217.88112,2392.240282448,3.3788047991,91.544,1.9616298849,104.3735571412,2.0185904849,3.1196,3.8196969697,3.8196969697,3.4960869565,3.4960869565,63.939201788,0,65.1505457523,3.2309090909,4.0037931034,4.0037931034,12.7,1.103803721,4829762.41194569,6.6839257672,804690079.016667,795718188.366411,5553417,114.9832336735,2.0606345181,2.4,0.3802112417,1631,3.212453961,6.6139996326,0.8204641665,1892031,6.2769282478,384610,5.5850205719,10813,1570,4.0928258729,33,1.5185139399,0,491955400,7.0079999648
742,14,2004,2,2004Q2,15,Mexico,75.74943,78.79624,80.57711,84.90339,73.54187,79.07518,103.9507182334,102.9026868012,2.0168274944,2.14757E-05,0.00002,2.2919804902,5.4192215459,2.6244865702,3.2467017051,4.6349992962,0,0,183.9142247104,2.2646153207,188.9333333333,2.2763085869,2144.0086333333,3.3312265298,11.3923,1.056611413,89.5173,1.9519069746,6.2492063492,0.7958248653,1.01,0.0043213738,11.3923,246.3497417479,2806.4901629142,3.4481635243,91.9611,1.9636041575,102.922125344,2.0125087458,3.4786956522,4.015625,4.015625,3.5173913043,3.5173913043,65.749001241,0,66.8933703566,3.9332258065,3.711,3.711,12.7,1.103803721,4840378.83148735,6.684879353,822281714.77,829465525.651973,5756574,118.9281707157,2.0752847389,2.4,0.3802112417,1001,3.0004340775,11.4333990425,1.0581753613,1946343,6.2892193775,382682,5.582838035,10813,1570,4.0928258729,33,1.5185139399,0,491955400,7.007046379
743,15,2004,3,2004Q3,15,Mexico,76.99294,79.7011,81.41687,85.84304,75.36772,79.53611,104.4109175371,104.5436899349,2.0187459123,2.15235E-05,0.00002,2.4126755716,5.7126003142,4.0307711528,2.6244865702,5.4505252671,0,0,186.8523253484,2.2714985069,189.6,2.277838333,2168.2546455556,3.3361102856,11.4480666667,1.0587321498,89.5135333333,1.9518887002,6.9607692308,0.8426572359,1.4333333333,0.1563472009,11.4480666667,238.6494482651,2732.0747937018,3.4364925845,92.536,1.9663107226,104.2730928058,2.0181722552,4.4626923077,4.04375,4.04375,3.57875,3.57875,66.9004254535,0,67.9872209924,4.0193055359,3.3915151515,3.3915151515,12.7,1.103803721,4851018.58724191,6.6858329387,829480387.406667,848134772.630804,5714375,117.7974253702,2.0711357984,2.4,0.3802112417,985,2.9934362305,1.2446006296,0.0950300164,1995336,6.3000160382,385318,5.5858192974,10813,1570,4.0928258729,33,1.5185139399,0,491955400,7.0060927933
744,16,2004,4,2004Q4,15,Mexico,78.41342,80.47774,82.27993,86.23915,77.08704,80.53223,108.1665682554,106.6006061685,2.0340930513,2.22488E-05,0.00002,1.6341475587,3.834452093,6.2999920452,4.0307711528,6.0340062095,0,0,188.7723359267,2.2759383499,190.7333333333,2.2804265987,2167.66242,3.3359916485,11.3235,1.0539806844,87.2733,1.9408813979,8.0893939394,0.9079159853,1.95,0.2900346114,11.3235,2872.8924378142,32531.1975195894,4.5123000506,93.8353666667,1.9723665554,104.9995634524,2.0211874934,4.4165517241,4.3171240835,4.3171240835,3.7630269231,3.7630269231,67.7812586979,3.3273603046,68.910670642,4.0799718338,3.2206451613,3.2206451613,12.7,1.103803721,4861681.73050527,6.6867865244,885980971.51,868862135.137101,5783035,118.9513283791,2.0753692963,2.4,0.3802112417,1354,3.1316186643,7.9009744535,0.8976806576,2043726,6.31042267,396295,5.5980185929,10813,1570,4.0928258729,33,1.5185139399,0,491955400,7.0051392076
745,17,2005,1,2005Q1,15,Mexico,78.68663,81.33404,83.0039,86.71032,77.45701,81.57323,104.3905771655,106.923968877,2.0186612988,0.000021425,0.00002,3.0881747816,7.3697020174,4.6813968591,6.2999920452,4.9269926748,0,0,191.7393025329,2.2827111433,191.9333333333,2.2831504058,2151.6339911111,3.3327683966,11.1800333333,1.0484430984,85.9477666667,1.9342345961,9.0395081967,0.9561448029,2.47,0.3926969533,11.1800333333,555.11400966,6206.1931317991,3.7928252864,95.0837666667,1.9781063776,105.0543786291,2.0214141584,0.8588461538,4.2459540058,4.2459540058,3.7337391304,3.7337391304,68.5153910385,3.0020930451,69.6415394524,3.8832258065,3.7029032258,3.7029032258,13.3,1.123851641,4872368.31268609,6.6877401101,901083632.11,891980048.628647,5789188,118.8167155781,2.0748775431,2.4,0.3802112417,1337,3.1261314073,11.548531887,1.0625267778,2087740,6.3196764121,397069,5.5988659821,9588,1764,4.0550723824,30,1.4771212547,0,516249100,7.0251191974
746,18,2005,2,2005Q2,15,Mexico,79.92321,81.92018,83.54598,86.84179,77.48319,82.61253,109.584037953,108.5047489513,2.0397472993,2.24416E-05,0.00002,3.1121044522,7.4288791353,5.4192215459,4.6813968591,5.5099820553,5.4183700016,5.5813185379,193.1787621747,2.2859593789,194.5,2.2889196057,2124.4071333333,3.327237751,10.9708,1.0402382978,85.0989666667,1.9299242866,9.6752307692,0.9856613324,2.9433333333,0.4688394489,10.9708,131.8557047669,1446.5625658572,3.1603372222,95.5753333333,1.9803458214,105.7389947332,2.0242351772,2.9395238095,4.2745454545,4.2745454545,3.5203846154,3.5203846154,69.0860805746,2.1501394706,70.0650893379,3.5688827543,3.8180645161,3.8180645161,13.3,1.123851641,4883078.38530603,6.6886936958,904567451.25,912183867.112582,5688708,116.4983961166,2.0663199463,2.4,0.3802112417,923,2.965201701,10.9725455845,1.0403073938,2134737,6.3293443775,411406,5.6142706212,9588,1764,4.0550723824,30,1.4771212547,0,516249100,7.0241656117
747,19,2005,3,2005Q3,15,Mexico,80.28632,82.21755,83.8548,87.05423,77.23378,83.16904,110.3754959404,110.4901245439,2.042872668,2.25541E-05,0.00002,1.3808660258,3.2306496053,5.7126003142,5.4192215459,4.2775090807,5.3989151199,5.3313052509,194.0075898322,2.2878187204,196.8666666667,2.2941721879,2106.52968,3.3235675825,10.7146,1.0299759625,83.6201333333,1.9223108557,9.6333846154,0.9837789,3.46,0.5390760988,10.7146,128.1267339618,1372.8267037067,3.1376157183,95.2240333333,1.9787465726,107.8074637235,2.032648829,2.42625,3.89,3.89,3.326,3.326,69.7580586092,1.8165505853,70.5950598643,3.0102311853,3.743030303,3.743030303,13.3,1.123851641,4893812,6.6896472815,922228910.03,941974237.948271,5761461,117.7295122902,2.0708853449,2.4,0.3802112417,975,2.9890046157,14.8909369817,1.1729220257,2175384,6.33753593,421380,5.6246739188,9588,1764,4.0550723824,30,1.4771212547,0,516249100,7.023212026
748,20,2005,4,2005Q4,15,Mexico,80.59949,82.4888,84.19278,87.39272,78.0859,83.35254,112.3141634958,110.6188029822,2.0504345269,2.28126E-05,0.00002,2.2031930815,5.2039220499,3.834452093,5.7126003142,2.7878773812,4.4319531015,4.5215997375,196.6128130886,2.293611817,197.8666666667,2.2963726376,2125.4525055556,3.3274514049,10.7101333333,1.0297948775,83.0368333333,1.9192707787,8.86875,0.9478624128,3.98,0.5998830721,10.7101333333,61.9899198213,663.9203066085,2.8221159521,95.9855666667,1.9822059332,110.9397675584,2.0450872516,2.6873913043,3.6,3.6,3.2685384615,3.2685384615,70.3599299351,1.6215768888,71.3154785517,3.0660100917,3.7396774194,3.7396774194,13.3,1.123851641,4923339.74603473,6.6922598063,988699936.963333,970030427.73286,5796096,117.7269150411,2.0708757638,2.4,0.3802112417,1441,3.1586639808,5.9732552314,0.7762110721,2202252,6.3428670131,429087,5.632545357,9588,1764,4.0550723824,30,1.4771212547,0,516249100,7.0205995013
749,21,2006,1,2006Q1,15,Mexico,81.38033,83.08897,84.83817,88.18142,78.37189,83.98603,112.0838516369,114.8269670701,2.0495430466,2.26293E-05,0.00002,1.3092040572,3.06045146,7.3697020174,3.834452093,3.4233261737,4.1440057337,3.9591379862,197.810985984,2.2962504077,198.9333333333,2.2987075597,2112.7309866667,3.324844202,10.5923666667,1.0249930059,81.3455666667,1.9103338889,7.793015873,0.8917055608,4.4566666667,0.6490101525,10.5923666667,80.6980375912,854.7832034461,2.9318559797,96.8866666667,1.9862640145,112.1336544515,2.0497359761,6.0990909091,3.5487741935,3.5487741935,3.1558333333,3.1558333333,71.5038202924,1.8541105101,72.389921816,3.7506451613,3.635483871,3.635483871,13.3,1.123851641,4953045.65334453,6.694872331,1022304395.49333,1011894432.04302,5896942,119.0568876751,2.0757545253,2.3,0.361727836,1286,3.1092409686,7.8455662228,0.8946242925,2240142,6.3502755486,428792,5.6322466741,9271,1810,4.0445789549,29,1.4623979979,0,402847300,6.9102681262
750,22,2006,2,2006Q2,15,Mexico,81.68957,83.71542,85.74438,89.34317,79.22554,84.69477,117.7249036842,116.677351963,2.0708683438,2.36256E-05,0.00002,1.1797650574,2.7537429379,7.4288791353,7.3697020174,2.2100713923,4.3966385159,4.5625882393,200.4311699389,2.3019652615,202.3,2.3059958828,2249.69842,3.3521243033,11.1752333333,1.0482565998,87.2077333333,1.9405549986,7.0633870968,0.8490130077,4.9066666667,0.6907865553,11.1752333333,290.8911438,3250.7764065652,3.5119870991,97.5026666667,1.9890164937,114.1407970358,2.0574409009,5.0354545455,3.7044420557,3.7044420557,3.1738054731,3.1738054731,73.3192701368,2.5827578314,74.004572462,4.0691838625,3.5044117647,3.5044117647,13.3,1.123851641,4982930.79689936,6.6974848557,1062766869.59333,1072556845.61002,5899239,118.3889409757,2.0733111357,2.3,0.361727836,945,2.9754318085,4.2137198719,0.6246656603,2218785,6.3461152212,441696,5.6451234663,9271,1810,4.0445789549,29,1.4623979979,0,402847300,6.9076556015
751,23,2006,3,2006Q3,15,Mexico,82.45737,84.23954,86.52959,90.11791,80.63517,85.30159,113.9413414643,113.945898055,2.0566813282,2.27292E-05,0.00002,2.5342328372,6.0089000707,3.2306496053,7.4288791353,2.704134403,4.9036016422,4.8328942993,202.0927976074,2.305550836,203.4333333333,2.3084221152,2224.3567055556,3.3472044335,10.9477,1.0393228879,85.3814666667,1.9313636108,7.0169230769,0.8461467156,5.2466666667,0.7198834733,10.9477,230.9206781997,2528.0503087268,3.4027857122,97.8556,1.9905856842,113.2200484855,2.0539233365,4.44,3.5384375,3.5384375,3.2173637962,3.2173637962,74.5410103318,2.8800889375,75.2869518484,4.4604259973,3.4184848485,3.4184848485,13.3,1.123851641,5012996.25815522,6.7000973804,1075776029.83333,1098420539.32961,6069223,121.0697692049,2.0830357145,2.3,0.361727836,998,2.9991305413,2.7965125843,0.446616778,2238069,6.3498734718,440571,5.6440159069,9271,1810,4.0445789549,29,1.4623979979,0,402847300,6.9050430768
752,24,2006,4,2006Q4,15,Mexico,83.236,84.682,86.95026,90.22901,82.30784,85.60541,118.1589050151,116.1481454461,2.0724664577,2.34292E-05,0.00002,2.1263280727,5.017888175,5.2039220499,3.2306496053,3.2711249165,5.0984827065,5.1754407794,204.7047029327,2.3111278204,201.7,2.3047058982,2202.2836777778,3.34287326,10.8875666667,1.0369308273,82.6356333333,1.9171673599,7.0258333333,0.8466978433,5.2466666667,0.7198834733,10.8875666667,789.5223457459,8595.9771741312,3.9342952536,98.0027333333,1.9912381885,112.9463419301,2.0528721697,3.646,3.499375,3.499375,3.2980194333,3.2980194333,74.6686673238,2.5813001856,75.6465213886,4.6734094972,3.4645454545,3.4645454545,13.3,1.123851641,5043243.12509328,6.7027099052,1134794071.55667,1112852159.24525,6153272,122.0102193643,2.086396208,2.3,0.361727836,1396,3.1448854183,6.8661491047,0.8367132303,2202257,6.3428679991,430964,5.6344409935,9271,1810,4.0445789549,29,1.4623979979,0,402847300,6.9024305521
753,25,2007,1,2007Q1,15,Mexico,84.2982,85.52416,87.57792,91.09974,82.8378,86.05954,115.5141235107,118.6796205358,2.0626350872,2.27674E-05,0.00002,1.1211262353,2.6150975536,3.06045146,5.2039220499,3.5854732956,5.6859556014,5.5217271153,207.8188116096,2.317684857,203.7556666667,2.3091096958,2251.9411106,3.3525570293,11.0222,1.0422682871,83.2954,1.9206210181,7.0219354839,0.8464568349,5.2566666667,0.7207104386,11.0222,148.662611,1638.5890309642,3.2144700433,98.9154,1.9952639116,116.2834849679,2.0655180389,1.189047619,3.6367142857,3.6367142857,3.4131655556,3.4131655556,75.4247734088,2.3184768318,76.4262285293,3.3684375,3.3674193548,3.3674193548,18.8,1.2741578493,5073672.49225923,6.7053224299,1140576843.18333,1128513636.72757,6058377,119.4081212227,2.0770338652,2.3,0.361727836,1216,3.0849335749,7.1750140687,0.855822757,2191610,6.3407632734,357151,5.5528518705,8698,1810,4.0215200641,28,1.4471580313,0,489821750,6.9847156357
754,26,2007,2,2007Q2,15,Mexico,84.73219,86.12598,88.16667,91.71415,83.29181,86.66726,120.9667449055,120.0612371692,2.0826659944,2.36991E-05,0.00002,1.1915083972,2.7815313471,2.7537429379,3.06045146,3.7246125791,5.279670717,5.4451866995,211.128014009,2.3245458625,207.6623333333,2.3173577295,2247.8215581,3.3517618321,10.8774333333,1.0365264302,83.9746666667,1.9241482886,7.2020967742,0.8574589527,5.25,0.7201593034,10.8774333333,140.1137317274,1524.077775949,3.1830071303,100.0926666667,2.0004022599,115.4359435188,2.062341057,1.7,3.7773793103,3.7773793103,3.3978596154,3.3978596154,76.4060580567,1.790966104,77.2080683481,3.0861601457,3.4309090909,3.4309090909,18.8,1.2741578493,5104285.46080294,6.7079349546,1144371120.05667,1156111586.94209,5993857,117.4279347428,2.0697714228,2.3,0.361727836,930,2.9684829486,10.5906503686,1.0249226308,2181692,6.3387934391,355469,5.5508017324,8698,1810,4.0215200641,28,1.4471580313,0,489821750,6.982103111
755,27,2007,3,2007Q3,15,Mexico,85.44254,86.80853,88.59505,91.97423,85.00847,86.85003,120.787962812,120.5459251862,2.0820236566,2.35221E-05,0.00002,1.1449171609,2.6713261508,6.0089000707,2.7537429379,3.6202585651,5.1939086675,5.1194963558,214.7112589669,2.3318548184,208.2353333333,2.3185544224,2279.7253639,3.3578825312,10.9626666667,1.0399162091,84.0425666667,1.9244993073,7.2564615385,0.8607248977,5.0733333333,0.7052933977,10.9626666667,-73.405014,-804.714700144,-2.9056419349,100.3760666667,2.0016301734,115.7224699267,2.0634176945,2.41,3.79015625,3.79015625,3.4718518519,3.4718518519,77.4386147751,1.6562300791,78.0425853178,2.9796159795,3.508125,3.508125,18.8,1.2741578493,5135083.13851825,6.7105474793,1178347419.94,1203457355.3947,5979545,116.4449501343,2.0661206592,2.3,0.361727836,1022,3.0094508958,11.6268166901,1.0654608254,2158081,6.3340677412,358525,5.5545194445,8698,1810,4.0215200641,28,1.4471580313,0,489821750,6.9794905862
756,28,2007,4,2007Q4,15,Mexico,86.47069,87.68037,89.08866,92.38204,86.83137,87.0169,124.0879867376,121.6741906772,2.0937297384,2.40198E-05,0.00002,-0.4710209006,-1.0787054954,5.017888175,6.0089000707,3.8861670431,5.4320721831,5.4793633857,216.7744497833,2.3360080926,209.7163333333,2.3216322559,2283.7286874667,3.3586445074,10.8527,1.035537798,82.4491666667,1.9161862705,7.4270967742,0.8708190828,4.4966666667,0.652890695,10.8527,646.8211443405,7019.7558331842,3.8463220064,100.6158666667,2.0026664724,115.3218362289,2.0619115489,1.5428571429,3.8551612903,3.8551612903,3.6700921429,3.6700921429,78.4538017717,2.1475593624,78.79478091,3.0759419088,3.4925806452,3.4925806452,18.8,1.2741578493,5166066.63988311,6.7131600041,1247395881.15,1222539761.79175,6064184,117.3849356333,2.0696123662,2.3,0.361727836,1314,3.1185953652,7.4279577591,0.8708694254,2117901,6.3259056554,344772,5.5375319882,8698,1810,4.0215200641,28,1.4471580313,0,489821750,6.9768780615
757,29,2008,1,2008Q1,15,Mexico,87.42928,88.7616,90.15457,93.61124,87.85623,87.95886,118.5349305287,122.1925155806,2.0738463495,2.28073E-05,0.00002,-2.8923644357,-6.4429852704,2.6150975536,5.017888175,3.7142904593,5.6169545543,5.4933244911,219.9563818424,2.3423365672,212.1003333333,2.326541351,2298.3663086222,3.3614192468,10.8026,1.0335282953,81.8994333333,1.9132808969,7.5048333333,0.8753410519,3.1766666667,0.5019716459,10.8026,340.2404367215,3675.4813417281,3.5653142224,100.2688,2.0011658174,116.4028017497,2.0659634337,0.5834615385,3.663375,3.663375,3.6834005268,3.6834005268,80.1924481472,2.6619457853,80.4232939641,2.6704285714,3.7710322581,3.7710322581,18.8,1.2741578493,5197237.08609988,6.7157725288,1251018674.12667,1236479566.25835,6125598,117.8625854184,2.0713759635,2.3,0.361727836,1076,3.0318122713,8.9047195013,0.9496202437,2123606,6.3270739437,348514,5.5422202286,8690,1828,4.0219331665,28,1.4471580313,0,524940400,7.004337469
758,30,2008,2,2008Q2,15,Mexico,88.65918,89.86761,91.21893,94.93221,88.40069,88.96488,124.3314728346,123.6343541627,2.0945810783,2.37791E-05,0.00002,-3.6967049345,-8.1597725429,2.7815313471,2.6150975536,4.6345904667,4.6928436273,4.8586001259,223.256116575,2.3488033661,216.7566666667,2.3359724637,2247.3106660889,3.351663113,10.4266,1.0181427128,80.1090333333,1.9036814912,7.5375,0.8772273251,2.0866666667,0.3194530785,10.4266,366.2456799775,3818.6972068536,3.5819152235,98.8521333333,1.9949860463,115.8726575245,2.0639809676,0.5872173913,3.8758275862,3.8758275862,3.8811583333,3.8811583333,82.6664825058,3.4201664475,82.5131053074,2.6336792938,3.6216129032,3.6216129032,18.8,1.2741578493,5228595.60513588,6.7183850535,1236774961.75,1251245720.78421,6117065,116.9925054826,2.0681580418,2.3,0.361727836,922,2.9647309211,7.8035782261,0.8922937883,2107337,6.3237339924,350341,5.5444909653,8690,1828,4.0219331665,28,1.4471580313,0,524940400,7.0017249443
759,31,2008,3,2008Q3,15,Mexico,89.92472,90.88035,92.03609,95.602,89.46693,89.83037,124.0146032496,123.4608934394,2.0934728282,2.35763E-05,0.00002,-2.7146274392,-6.0593143628,2.6713261508,2.7815313471,5.2458412402,4.9507154465,4.8622521191,225.4813850304,2.3531106938,219.2776666667,2.3409944012,2260.6955180333,3.3542420733,10.3229,1.0138017203,78.8620666667,1.896868154,8.0783076923,0.9073203909,1.94,0.2878017299,10.3229,695.60067314,7180.6161887569,3.8561617139,95.7144666667,1.9809775837,113.2364384737,2.0539862014,-0.7595238095,4.3239032258,4.3239032258,4.1782758621,4.1782758621,83.9983006971,3.531292459,83.9383741315,2.3184357506,3.3943333333,3.3943333333,18.8,1.2741578493,5260143.33176428,6.7209975782,1236470987.77333,1263179982.74556,6101929,116.0030937399,2.0644695718,2.3,0.361727836,952,2.9786369484,1.3154132113,0.1190621994,2111577,6.3246069229,351527,5.5459586878,8690,1828,4.0219331665,28,1.4471580313,0,524940400,6.9991124196
760,32,2008,4,2008Q4,15,Mexico,91.01028,91.45807,92.53878,95.86839,90.77789,90.28804,122.7494428056,119.9925012165,2.0890195294,2.31958E-05,0.00002,-0.0266371794,-0.0613155666,-1.0787054954,2.6713261508,5.249859808,4.8743278884,4.8790481364,228.7191904876,2.3593026052,213.0753333333,2.3285331765,2793.9043168444,3.4462115287,13.056,1.1158101414,94.2403666667,1.9742369672,8.1246031746,0.9098021582,0.5066666667,-0.2952776668,13.056,228.8110147819,2987.3566089927,3.4752870686,91.6574666667,1.9621678495,109.1938813697,2.0381983036,-3.5268181818,4.5628125,4.5628125,4.4157,4.4157,84.5411568235,3.2454192433,85.6673363276,1.7223081479,3.3303225806,3.3303225806,18.8,1.2741578493,5291881.40760507,6.723610103,1367038079.35,1338990801.00557,6153446,116.2808749107,2.0655082908,2.3,0.361727836,1358,3.1328997699,6.8682161035,0.8368439515,2103918,6.3230288092,353454,5.5483329009,8690,1828,4.0219331665,28,1.4471580313,0,524940400,6.9964998949
761,33,2009,1,2009Q1,15,Mexico,91.68948,92.59464,93.4882,96.44353,92.70767,91.25602,110.8977424144,114.9740324673,2.0449227051,2.08305E-05,0.00002,3.1213177892,7.4516720444,-6.4429852704,-1.0787054954,4.8727382863,6.2730326955,6.2146556823,231.3982779869,2.3643601227,212.015,2.3263665882,3054.5763950889,3.4849509913,14.3860666667,1.1579420685,102.4870333333,2.0106689219,7.6424590164,0.8832331184,0.1833333333,-0.7367585652,14.3860666667,670.8462860483,9650.8393941759,3.9845650883,86.7287,1.9381628367,104.4461705341,2.0188925214,-8.0639090909,4.2902,4.2902,4.0898846154,4.0898846154,85.1639555251,2.6122352482,86.3442483802,-3.3228125,3.3909705882,3.3909705882,18.8,1.2741578493,5323810.98116647,6.7262226277,1413616105.40333,1396459421.04309,6161561,115.7359083896,2.0634681247,2.2,0.3424226808,1060,3.0253058653,9.7427903352,0.9886833566,2103146,6.3228694224,355358,5.5506660969,11606,946,4.0987129306,28,1.4471580313,0,596258400,7.0492118827
762,34,2009,2,2009Q2,15,Mexico,92.52099,93.5067,94.11586,97.08671,93.59422,91.79314,114.1863074521,113.6236383017,2.057614029,2.13196E-05,0.00002,4.5029924147,10.9251243251,-8.1597725429,-6.4429852704,4.3557925981,7.0137898589,7.1783337296,232.0714252195,2.3656216694,214.263,2.3309471814,2841.7585269333,3.4535871718,13.3135333333,1.12429333,95.5819,1.9803756593,5.6706451613,0.7536324723,0.18,-0.7447274949,13.3135333333,274.2488793859,3651.2215973336,3.5624381916,84.2523666667,1.9255821091,104.0040417201,2.0170502168,-10.1865384615,4.0260714286,4.0260714286,3.97415,3.97415,85.4466843712,1.4365756641,86.2075437092,-6.3066666667,3.2456,3.2456,18.8,1.2741578493,5355933.20788642,6.7288351524,1404347545.35,1421534775.50508,6376247,119.0501590014,2.0757299798,2.2,0.3424226808,875,2.942008053,7.0173048099,0.8461703413,2095251,6.3212360566,356485,5.5520412605,11606,946,4.0987129306,28,1.4471580313,0,596258400,7.0465993579
763,35,2009,3,2009Q3,15,Mexico,93.67218,94.44917,94.7808,97.61961,94.33827,92.54456,116.5001685829,115.7397518597,2.0663265538,2.16212E-05,0.00002,4.1874023969,10.1219831787,-6.0593143628,-8.1597725429,4.1673301846,7.560406807,7.4455505413,233.8799926168,2.3689930715,215.718,2.3338863851,2855.1180148,3.4556240643,13.2648666667,1.122702889,94.9470666667,1.977481552,4.5738461538,0.6602815526,0.1566666667,-0.8050233968,13.2648666667,-29.6868735993,-393.7924200454,-2.5952673523,85.2687333333,1.9307898116,106.1386501912,2.0258735602,-6.1714285714,4.48,4.48,4.1392857143,4.1392857143,86.3381905772,1.1932442455,86.8878680469,-7.1774193548,2.51125,2.51125,18.8,1.2741578493,5388249.2501744,6.7314476772,1411022987.73,1441654787.54077,6478224,120.2287366307,2.0800082835,2.2,0.3424226808,901,2.954724791,5.3191489362,0.7258421507,2095396,6.3212661105,353512,5.5484041606,11606,946,4.0987129306,28,1.4471580313,0,596258400,7.0439868332
